Idolized;{1}{W};Enchantment — Aura;Enchant creature Enchanted creature has "Whenever this creature attacks alone, it gets +X/+X until end of turn, where X is the number of nonland permanents you control.";W;fallout;everLoyal
Graven Cairns;;Land;{T}: Add {C}. {B/R}, {T}: Add {B}{B}, {B}{R}, or {R}{R}.;BR;duskmoore;endlessPunishment
Admiral Beckett Brass;{1}{U}{B}{R};Legendary Creature — Human Pirate;Other Pirates you control get +1/+1. At the beginning of your end step, gain control of target nonland permanent controlled by a player who was dealt combat damage by three or more Pirates this turn.;BRU;ixilan;ahoyMatey
Irrigated Farmland;;Land — Plains Island;({T}: Add {W} or {U}.) Irrigated Farmland enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.);UW;who,commanderMasters,fallout,karlovMannor;blastFromThePast,timeyWimey,sliverSwarm,science,deepClueSea
Disrupt Decorum;{2}{R}{R};Sorcery;Goad all creatures you don't control. (Until your next turn, those creatures attack each combat if able and attack a player other than you if able.);R;karlovMannor;blameGame
Sage of the Maze;{2}{G};Creature — Elf Wizard;{T}: Add two mana in any combination of colors. {T}: Until end of turn, target land you control becomes an X/X Citizen creature with haste in addition to its other types, where X is twice the number of Gates you control. Activate only as a sorcery. Tap an untapped Gate you control: Untap Sage of the Maze.;G;modernHorizons3;trickyTerrain
Song of Eärendil;{3}{G}{U};Enchantment — Saga;(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Scry 2, then draw two cards. II — Create a Treasure token and a 2/2 blue Bird creature token with flying. III — Put a flying counter on each creature you control without flying.;GU;lordOfTheRings;elvenCounsel
Spawnbed Protector;{7};Creature — Eldrazi;At the beginning of your end step, return up to one target Eldrazi creature card from your graveyard to your hand. Create two 1/1 colorless Eldrazi Scion creature tokens with "Sacrifice this creature: Add {C}.";;modernHorizons3;eldraziIncursion
Itzquinth, Firstborn of Gishath;{R}{G};Legendary Creature — Dinosaur;Haste When Itzquinth, Firstborn of Gishath enters, you may pay {2}. When you do, target Dinosaur you control deals damage equal to its power to another target creature.;GR;ixilan;velociRampTor
Cleansing Nova;{3}{W}{W};Sorcery;Choose one — • Destroy all creatures. • Destroy all artifacts and enchantments.;W;commanderMasters,secretLair;sliverSwarm,angels
Glen Elendra Liege;{1}{U/B}{U/B}{U/B};Creature — Faerie Knight;Flying Other blue creatures you control get +1/+1. Other black creatures you control get +1/+1.;BU;wildsOfEldraine;faeDomination
Urban Evolution;{3}{G}{U};Sorcery;Draw three cards. You may play an additional land this turn.;GU;modernHorizons3;trickyTerrain
Wild Wasteland;{2}{R};Enchantment;Skip your draw step. At the beginning of your upkeep, exile the top two cards of your library. You may play those cards this turn.;R;fallout;hailCaesar
Shifting Ceratops;{2}{G}{G};Creature — Dinosaur;This spell can't be countered. Protection from blue (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything blue.) {G}: Shifting Ceratops gains your choice of reach, trample, or haste until end of turn.;G;ixilan;velociRampTor
Boon of the Spirit Realm;{3}{W}{W};Enchantment;Constellation — Whenever Boon of the Spirit Realm or another enchantment you control enters, put a blessing counter on Boon of the Spirit Realm. Creatures you control get +1/+1 for each blessing counter on Boon of the Spirit Realm.;W;commanderMasters;enduringEnchantments
Temple of Malice;;Land;Temple of Malice enters tapped. When Temple of Malice enters, scry 1. {T}: Add {B} or {R}.;BR;who,modernHorizons3,fallout,duskmoore,thunder;masterOfEvil,graveyardOverdrive,hailCaesar,endlessPunishment,mostWanted
Plasma Caster;{1}{R};Artifact — Equipment;Equipped creature gets +1/+1. Whenever equipped creature attacks, you get {E}{E} (two energy counters). Pay {E}{E}: Choose target creature that's blocking equipped creature. Flip a coin. If you win the flip, exile the chosen creature. Otherwise, Plasma Caster deals 1 damage to it. Equip {2};R;fallout;science
Théoden, King of Rohan;{1}{R}{W};Legendary Creature — Human Noble;Whenever Théoden, King of Rohan or another Human you control enters, target creature gains double strike until end of turn.;RW;lordOfTheRings;ridersOfRohan
Tangled Islet;;Land — Forest Island;({T}: Add {G} or {U}.) Tangled Islet enters tapped.;GU;duskmoore;jumpScare
Love Song of Night and Day;{2}{W};Enchantment — Saga;Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.) I — You and target opponent each draw two cards. II — Create a 1/1 white Bird creature token with flying. III — Put a +1/+1 counter on each of up to two target creatures.;W;commanderMasters;enduringEnchantments
Invoke the Divine;{2}{W};Instant;Destroy target artifact or enchantment. You gain 4 life.;W;secretLair;angels
Brisela, Voice of Nightmares;;Legendary Creature — Eldrazi Angel;Flying, first strike, vigilance, lifelink Your opponents can't cast spells with mana value 3 or less.;W;secretLair;angels
Deluxe Dragster;{4}{U};Artifact — Vehicle;Deluxe Dragster can't be blocked except by Vehicles. Whenever Deluxe Dragster deals combat damage to a player, you may cast target instant or sorcery card from that player's graveyard without paying its mana cost. If that spell would be put into a graveyard, exile it instead. Crew 2;U;marchOfTheMachine;divineConvocation
Desdemona, Freedom's Edge;{2}{R}{W};Legendary Creature — Human Rogue;Vigilance Whenever Desdemona, Freedom's Edge attacks, target creature card in your graveyard that's an artifact or that has mana value 3 or less gains escape until end of turn. The escape cost is equal to its mana cost plus exile two other cards from your graveyard. (You may cast it from your graveyard for its escape cost this turn.);RW;fallout;hailCaesar
Suspended Sentence;{3}{B};Instant;Destroy target creature an opponent controls. That player loses 3 life. Exile Suspended Sentence with three time counters on it. Suspend 3—{1}{B} (Rather than cast this card from your hand, you may pay {1}{B} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.);B;duskmoore;endlessPunishment
The Flood of Mars;{2}{U}{U};Creature — Alien Zombie Horror;Islandwalk (This creature can't be blocked as long as defending player controls an Island.) Water Always Wins — Whenever The Flood of Mars attacks, put a flood counter on another target creature or land. If it's a creature, it becomes a copy of The Flood of Mars. If it's a land, it becomes an Island in addition to its other types.;U;who;masterOfEvil
Wastescape Battlemage;{1}{C};Creature — Eldrazi Wizard;Kicker {G} and/or {1}{U} When you cast this spell, if it was kicked with its {G} kicker, exile target artifact or enchantment an opponent controls. When you cast this spell, if it was kicked with its {1}{U} kicker, return target creature an opponent controls to its owner's hand.;GU;modernHorizons3;eldraziIncursion
Hideous Taskmaster;{6}{R};Creature — Eldrazi;Devoid (This card has no color.) When you cast this spell, for each opponent, gain control of up to one target creature that player controls until end of turn. Untap those creatures. They gain trample, haste, and annihilator 1 until end of turn. Trample, haste, annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent of their choice.);R;modernHorizons3;eldraziIncursion
Deploy the Gatewatch;{4}{W}{W};Sorcery;Look at the top seven cards of your library. Put up to two planeswalker cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order.;W;commanderMasters;planeswalkerParty
Sage of Fables;{2}{U};Creature — Merfolk Wizard;Each other Wizard creature you control enters with an additional +1/+1 counter on it. {2}, Remove a +1/+1 counter from a creature you control: Draw a card.;U;ixilan;exploreTheDeep
Leela, Sevateem Warrior;{3}{G};Legendary Creature — Human Warrior;Whenever an opponent draws a card except the first one they draw in each of their draw steps, put a +1/+1 counter on Leela, Sevateem Warrior. Doctor's companion (You can have two commanders if the other is the Doctor.);G;who;blastFromThePast
Aether Hub;;Land;When Aether Hub enters, you get {E} (an energy counter). {T}: Add {C}. {T}, Pay {E}: Add one mana of any color.;;modernHorizons3;creativeEnergy
Increasing Devotion;{3}{W}{W};Sorcery;Create five 1/1 white Human creature tokens. If this spell was cast from a graveyard, create ten of those tokens instead. Flashback {7}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.);W;lordOfTheRings,allWillBeOne;ridersOfRohan,rebellionRising
Throes of Chaos;{3}{R};Sorcery;Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.) Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.);R;who;paradoxPower
Spark Double;{3}{U};Creature — Illusion;You may have Spark Double enter as a copy of a creature or planeswalker you control, except it enters with an additional +1/+1 counter on it if it's a creature, it enters with an additional loyalty counter on it if it's a planeswalker, and it isn't legendary.;U;commanderMasters;planeswalkerParty
Legolas Greenleaf;{2}{G};Legendary Creature — Elf Archer;Reach Legolas Greenleaf can't be blocked by creatures with power 2 or less. Whenever another legendary creature you control enters, put a +1/+1 counter on Legolas Greenleaf. Whenever Legolas Greenleaf deals combat damage to a player, draw a card.;G;lordOfTheRings;elvenCounsel
Animal Sanctuary;;Land;{T}: Add {C}. {2}, {T}: Put a +1/+1 counter on target Bird, Cat, Dog, Goat, Ox, or Snake.;;secretLair;rainingCatsAndDogs
Seachrome Coast;;Land;Seachrome Coast enters tapped unless you control two or fewer other lands. {T}: Add {W} or {U}.;UW;bloomburrow;peaceOffering,familyMatters
Hellkite Igniter;{5}{R}{R};Creature — Dragon;Flying, haste {1}{R}: Hellkite Igniter gets +X/+0 until end of turn, where X is the number of artifacts you control.;R;marchOfTheMachine;tinkerTime
Well of Lost Dreams;{4};Artifact;Whenever you gain life, you may pay {X}, where X is less than or equal to the amount of life you gained. If you do, draw X cards.;;lordOfTheRings,secretLair;foodAndFellowship,angels
Overwhelming Stampede;{3}{G}{G};Sorcery;Until end of turn, creatures you control gain trample and get +X/+X, where X is the greatest power among creatures you control.;G;lordOfTheRings,duskmoore;elvenCounsel,jumpScare
Thirst for Knowledge;{2}{U};Instant;Draw three cards. Then discard two cards unless you discard an artifact card.;U;fallout;science
Oath of Eorl;{3}{R}{W};Enchantment — Saga;(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Create two 1/1 white Human Soldier creature tokens. II — Create two 2/2 red Human Knight creature tokens with trample and haste. III — Put an indestructible counter on up to one target Human. You become the monarch.;RW;lordOfTheRings;ridersOfRohan
Oathsworn Vampire;{1}{B};Creature — Vampire Knight;Oathsworn Vampire enters tapped. You may cast Oathsworn Vampire from your graveyard if you gained life this turn.;B;ixilan;bloodRites
Conclave Mentor;{G}{W};Creature — Centaur Cleric;If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on that creature instead. When Conclave Mentor dies, you gain life equal to its power.;GW;marchOfTheMachine;callForBackup
